,p0_growth,log_inc_t_1,gini_t_1,life_exp,pop_growth_pwt,priv_credit,budget,trade_openness,fin_openness,homic,civ_lib,agriculture,prim_school,sec_school,infrastructure,Dconflict_0,Dconflict_1,Dconflict_2
0,0.36246516568459675,-0.5180926085882567,-0.29563432809805035,0.7152926353911608,-0.25506853261547363,-1.101595135148473,-2.7796438514758295,-0.8247581278840468,-0.24476581556571061,0.7235759034715418,0.34346168261041293,-0.551616625585608,0.09896071528099888,-0.018397854874313786,0.4336558334057863,0.5401177101185859,-0.3395411912439762,-0.3735835391066117
1,0.07208223651652494,-0.20207079861714372,-0.18920077684665557,0.9634154718030497,-0.4803042444716817,-0.914421690446246,-2.7796438514758295,-0.220006617042053,-0.24476581556571061,-0.4292220601747309,-0.20626106595909577,-0.21335606593348266,-0.22103817567109502,0.11370290223784421,0.7505854422217332,0.5401177101185859,-0.3395411912439762,-0.3735835391066117
2,0.14722179508268832,-0.029432372060689906,-0.19221815940353953,1.061538252156245,-0.7774141810045855,-0.3315523231749445,-2.7796438514758295,0.15152712667603005,-0.7999386919431063,-0.513389225622596,-0.20626106595909577,-0.04404132057742396,-0.24772406983743414,0.30775976592414306,0.9360150104993374,0.5401177101185859,-0.3395411912439762,-0.3735835391066117
3,0.3456371919214634,0.17781891021024365,-0.18158958329500516,1.1522828709072752,-0.5916366360393159,0.10399197377521244,-2.7796438514758295,0.37653799242664937,-0.5408580163003216,-0.4825808669492266,-0.20626106595909577,0.6310557816302879,-0.21036137759357096,0.6179229059796006,1.0443289736879717,0.5401177101185859,-0.3395411912439762,-0.3735835391066117
4,0.15243976780286733,-0.36175540106071125,1.130429931674025,-2.7745507266104594,1.18401813388946,-0.9787599462055642,-0.28894862761123696,1.4689281172562672,-1.1325752889709444,-0.12431459289189878,1.429160022482472,0.7873932172150916,-0.42093223979224703,-2.0204649701100736,-1.5780838452508537,-1.8514482700084856,2.945150767529272,-0.3735835391066117
5,0.10495579338922144,-1.02399489999391,-0.1596550594835335,0.19683125029371196,-0.629008252084275,-1.0143901941908409,-0.05959256611338177,-0.3306663026090677,0.8436405541098219,-0.5453600440149814,0.5152482377651254,-0.5715502618315281,0.9621950924175411,0.5006350485987058,-0.17269240304589872,0.5401177101185859,-0.3395411912439762,-0.3735835391066117
6,0.8399146006145067,-0.8646371142137408,0.03173320555311055,0.3702925064561677,-0.5208802064586809,-0.9487926875834222,-0.10283722517177582,-0.4249720226240327,1.4476263900923072,-0.5618568084427629,0.43508053735132307,0.07554961118369079,0.4442788702455074,0.5169858791706425,0.01189186797229309,0.5401177101185859,-0.3395411912439762,-0.3735835391066117
7,-1.740659613892166,-0.7050911612637372,-0.038590281793043656,0.4667095099985886,-0.4732248755299646,-1.0061395535184585,-0.01185867703070488,-0.36989418648673267,1.5079223307185032,-0.5618568084427629,0.43508053735132307,-0.7239824473730202,-0.309856933621154,0.5775803542931627,0.11439372904737245,0.5401177101185859,-0.3395411912439762,-0.3735835391066117
8,-1.4729749365002092,-0.5769691256762627,-0.10374111332739697,0.5245028528970149,-0.4499002178588337,-1.0405469451888167,0.040709894001905056,-0.2106697132643066,1.5079223307185032,-0.5618568084427629,0.5954159381789278,-0.7793917986086599,-0.55079260955231,0.5775803542931627,0.1823630646955578,0.5401177101185859,-0.3395411912439762,-0.3735835391066117
9,-1.346176931419808,-0.4415877987472404,-0.1251830032520299,0.5767727280272145,-0.4455780768207328,-1.0366490906850139,0.0914478988304028,-0.2238960346867144,1.5079223307185032,-0.5753235549144213,0.7557513390065325,0.7879476787119241,-0.5800165311473627,0.5997903262629811,0.2594108710392709,0.5401177101185859,-0.3395411912439762,-0.3735835391066117
